iso3,country,who_region,who_region_code,scenario,total_sugar_change_by_2030,forecast_year,forecast_obesity_pct,input_year,sugar_supply_kg_per_capita_assumption,sugar_supply_kcal_per_capita_day_assumption
ARG,Argentina,Americas,AMR,Sugar +2% by 2030,0.02,2029,42.2128281490844,2028,39.729600000000005,392.68834285714286
ARG,Argentina,Americas,AMR,Sugar +2% by 2030,0.02,2030,43.253198243948205,2029,39.8412,393.7914
ARG,Argentina,Americas,AMR,Sugar +5% by 2030,0.05,2024,37.198371284931355,2023,39.339,388.82764285714285
ARG,Argentina,Americas,AMR,Sugar +5% by 2030,0.05,2025,38.17924792250315,2024,39.618,391.5852857142857
ARG,Argentina,Americas,AMR,Sugar +5% by 2030,0.05,2026,39.170317198830375,2025,39.897,394.34292857142856
ARG,Argentina,Americas,AMR,Sugar +5% by 2030,0.05,2027,40.17229063158092,2026,40.175999999999995,397.10057142857136
ARG,Argentina,Americas,AMR,Sugar +5% by 2030,0.05,2028,41.18605079722104,2027,40.455000000000005,399.8582142857143
ARG,Argentina,Americas,AMR,Sugar +5% by 2030,0.05,2029,42.212567269276505,2028,40.734,402.6158571428572
ARG,Argentina,Americas,AMR,Sugar +5% by 2030,0.05,2030,43.25285006279843,2029,41.013000000000005,405.37350000000004
ARG,Argentina,Americas,AMR,Sugar -10% by 2030,-0.1,2024,37.198371284931355,2023,38.502,380.5547142857143
ARG,Argentina,Americas,AMR,Sugar -10% by 2030,-0.1,2025,38.179326714511646,2024,37.944,375.0394285714286
ARG,Argentina,Americas,AMR,Sugar -10% by 2030,-0.1,2026,39.17058565283047,2025,37.386,369.52414285714286
ARG,Argentina,Americas,AMR,Sugar -10% by 2030,-0.1,2027,40.172841519713415,2026,36.828,364.00885714285715
ARG,Argentina,Americas,AMR,Sugar -10% by 2030,-0.1,2028,41.18695344282304,2027,36.27,358.49357142857144
ARG,Argentina,Americas,AMR,Sugar -10% by 2030,-0.1,2029,42.21387166831606,2028,35.712,352.9782857142857
ARG,Argentina,Americas,AMR,Sugar -10% by 2030,-0.1,2030,43.25459096854746,2029,35.154,347.463
ARG,Argentina,Americas,AMR,Sugar -2% by 2030,-0.02,2024,37.198371284931355,2023,38.9484,384.96694285714284
ARG,Argentina,Americas,AMR,Sugar -2% by 2030,-0.02,2025,38.17928469210712,2024,38.836800000000004,383.86388571428574
ARG,Argentina,Americas,AMR,Sugar -2% by 2030,-0.02,2026,39.17044247736376,2025,38.7252,382.7608285714286
ARG,Argentina,Americas,AMR,Sugar -2% by 2030,-0.02,2027,40.17254771270943,2026,38.6136,381.65777142857144
ARG,Argentina,Americas,AMR,Sugar -2% by 2030,-0.02,2028,41.18647203183533,2027,38.502,380.5547142857143
ARG,Argentina,Americas,AMR,Sugar -2% by 2030,-0.02,2029,42.213175988828326,2028,38.3904,379.45165714285713
ARG,Argentina,Americas,AMR,Sugar -2% by 2030,-0.02,2030,43.25366248548134,2029,38.278800000000004,378.3486
ARG,Argentina,Americas,AMR,Sugar -5% by 2030,-0.05,2024,37.198371284931355,2023,38.781000000000006,383.31235714285714
ARG,Argentina,Americas,AMR,Sugar -5% by 2030,-0.05,2025,38.17930045050882,2024,38.502,380.5547142857143
ARG,Argentina,Americas,AMR,Sugar -5% by 2030,-0.05,2026,39.17049616816378,2025,38.223,377.7970714285714
ARG,Argentina,Americas,AMR,Sugar -5% by 2030,-0.05,2027,40.172657890335934,2026,37.944,375.0394285714286
ARG,Argentina,Americas,AMR,Sugar -5% by 2030,-0.05,2028,41.186652560955736,2027,37.665000000000006,372.2817857142857
ARG,Argentina,Americas,AMR,Sugar -5% by 2030,-0.05,2029,42.21343686863625,2028,37.386,369.52414285714286
ARG,Argentina,Americas,AMR,Sugar -5% by 2030,-0.05,2030,43.254010666631174,2029,37.107,366.76649999999995
ARM,Armenia,Europe,EUR,Constant sugar,0.0,2024,24.979000374567185,2023,57.33,289.09
ARM,Armenia,Europe,EUR,Constant sugar,0.0,2025,25.43544790912886,2024,57.33,289.09
ARM,Armenia,Europe,EUR,Constant sugar,0.0,2026,25.90217521030566,2025,57.33,289.09
ARM,Armenia,Europe,EUR,Constant sugar,0.0,2027,26.379865981428612,2026,57.33,289.09
ARM,Armenia,Europe,EUR,Constant sugar,0.0,2028,26.86951451663755,2027,57.33,289.09
ARM,Armenia,Europe,EUR,Constant sugar,0.0,2029,27.37230704977019,2028,57.33,289.09
ARM,Armenia,Europe,EUR,Constant sugar,0.0,2030,27.889530492953092,2029,57.33,289.09
ARM,Armenia,Europe,EUR,Sugar +10% by 2030,0.1,2024,24.979000374567185,2023,58.148999999999994,293.2198571428571
ARM,Armenia,Europe,EUR,Sugar +10% by 2030,0.1,2025,25.43537502945412,2024,58.96799999999999,297.34971428571424
ARM,Armenia,Europe,EUR,Sugar +10% by 2030,0.1,2026,25.901932754154505,2025,59.787,301.47957142857143
ARM,Armenia,Europe,EUR,Sugar +10% by 2030,0.1,2027,26.379384499272632,2026,60.606,305.60942857142857
ARM,Armenia,Europe,EUR,Sugar +10% by 2030,0.1,2028,26.868758063314203,2027,61.425,309.7392857142857
ARM,Armenia,Europe,EUR,Sugar +10% by 2030,0.1,2029,27.371269658234574,2028,62.24399999999999,313.86914285714283
ARM,Armenia,Europe,EUR,Sugar +10% by 2030,0.1,2030,27.888232435240184,2029,63.063,317.999
ARM,Armenia,Europe,EUR,Sugar +2% by 2030,0.02,2024,24.979000374567185,2023,57.4938,289.9159714285714
ARM,Armenia,Europe,EUR,Sugar +2% by 2030,0.02,2025,25.435433333193913,2024,57.6576,290.7419428571429
ARM,Armenia,Europe,EUR,Sugar +2% by 2030,0.02,2026,25.90212671907543,2025,57.821400000000004,291.56791428571427
ARM,Armenia,Europe,EUR,Sugar +2% by 2030,0.02,2027,26.379769684997417,2026,57.98519999999999,292.39388571428566
ARM,Armenia,Europe,EUR,Sugar +2% by 2030,0.02,2028,26.869363225972883,2027,58.148999999999994,293.2198571428571
ARM,Armenia,Europe,EUR,Sugar +2% by 2030,0.02,2029,27.372099571463067,2028,58.312799999999996,294.04582857142856
ARM,Armenia,Europe,EUR,Sugar +2% by 2030,0.02,2030,27.889270881410514,2029,58.4766,294.8718
ARM,Armenia,Europe,EUR,Sugar +5% by 2030,0.05,2024,24.979000374567185,2023,57.7395,291.1549285714285
ARM,Armenia,Europe,EUR,Sugar +5% by 2030,0.05,2025,25.43541146929149,2024,58.148999999999994,293.2198571428571
ARM,Armenia,Europe,EUR,Sugar +5% by 2030,0.05,2026,25.902053982230083,2025,58.558499999999995,295.28478571428565
ARM,Armenia,Europe,EUR,Sugar +5% by 2030,0.05,2027,26.379625240350624,2026,58.96799999999999,297.34971428571424
ARM,Armenia,Europe,EUR,Sugar +5% by 2030,0.05,2028,26.86913628997588,2027,59.377500000000005,299.41464285714284
ARM,Armenia,Europe,EUR,Sugar +5% by 2030,0.05,2029,27.371788354002387,2028,59.787,301.47957142857143
ARM,Armenia,Europe,EUR,Sugar +5% by 2030,0.05,2030,27.888881464096645,2029,60.1965,303.54449999999997
ARM,Armenia,Europe,EUR,Sugar -10% by 2030,-0.1,2024,24.979000374567185,2023,56.511,284.96014285714284
ARM,Armenia,Europe,EUR,Sugar -10% by 2030,-0.1,2025,25.4355207888036,2024,55.692,280.8302857142857
ARM,Armenia,Europe,EUR,Sugar -10% by 2030,-0.1,2026,25.90241766645682,2025,54.873,276.7004285714286
ARM,Armenia,Europe,EUR,Sugar -10% by 2030,-0.1,2027,26.3803474635846,2026,54.053999999999995,272.5705714285714
ARM,Armenia,Europe,EUR,Sugar -10% by 2030,-0.1,2028,26.870270969960902,2027,53.235,268.44071428571425
ARM,Armenia,Europe,EUR,Sugar -10% by 2030,-0.1,2029,27.373344441305797,2028,52.416,264.3108571428571
ARM,Armenia,Europe,EUR,Sugar -10% by 2030,-0.1,2030,27.890828550665983,2029,51.597,260.181
ARM,Armenia,Europe,EUR,Sugar -2% by 2030,-0.02,2024,24.979000374567185,2023,57.166199999999996,288.2640285714285
ARM,Armenia,Europe,EUR,Sugar -2% by 2030,-0.02,2025,25.43546248506381,2024,57.0024,287.43805714285713
ARM,Armenia,Europe,EUR,Sugar -2% by 2030,-0.02,2026,25.902223701535892,2025,56.8386,286.6120857142857
ARM,Armenia,Europe,EUR,Sugar -2% by 2030,-0.02,2027,26.379962277859807,2026,56.6748,285.78611428571423
ARM,Armenia,Europe,EUR,Sugar -2% by 2030,-0.02,2028,26.869665807302216,2027,56.511,284.96014285714284
ARM,Armenia,Europe,EUR,Sugar -2% by 2030,-0.02,2029,27.3725145280773,2028,56.3472,284.1341714285714
ARM,Armenia,Europe,EUR,Sugar -2% by 2030,-0.02,2030,27.889790104495656,2029,56.1834,283.30819999999994
ARM,Armenia,Europe,EUR,Sugar -5% by 2030,-0.05,2024,24.979000374567185,2023,56.9205,287.02507142857144
ARM,Armenia,Europe,EUR,Sugar -5% by 2030,-0.05,2025,25.43548434896623,2024,56.511,284.96014285714284
ARM,Armenia,Europe,EUR,Sugar -5% by 2030,-0.05,2026,25.902296438381242,2025,56.101499999999994,282.89521428571425
ARM,Armenia,Europe,EUR,Sugar -5% by 2030,-0.05,2027,26.38010672250661,2026,55.692,280.8302857142857
ARM,Armenia,Europe,EUR,Sugar -5% by 2030,-0.05,2028,26.86989274329924,2027,55.2825,278.7653571428571
ARM,Armenia,Europe,EUR,Sugar -5% by 2030,-0.05,2029,27.372825745538016,2028,54.873,276.7004285714286
ARM,Armenia,Europe,EUR,Sugar -5% by 2030,-0.05,2030,27.890179521809575,2029,54.463499999999996,274.6355
ATG,Antigua and Barbuda,Americas,AMR,Constant sugar,0.0,2024,34.58454887625514,2023,47.98,234.04
ATG,Antigua and Barbuda,Americas,AMR,Constant sugar,0.0,2025,35.26767573077637,2024,47.98,234.04
ATG,Antigua and Barbuda,Americas,AMR,Constant sugar,0.0,2026,35.960152266854124,2025,47.98,234.04
ATG,Antigua and Barbuda,Americas,AMR,Constant sugar,0.0,2027,36.663152125639115,2026,47.98,234.04
ATG,Antigua and Barbuda,Americas,AMR,Constant sugar,0.0,2028,37.377858218945946,2027,47.98,234.04
ATG,Antigua and Barbuda,Americas,AMR,Constant sugar,0.0,2029,38.10546928804612,2028,47.98,234.04
ATG,Antigua and Barbuda,Americas,AMR,Constant sugar,0.0,2030,38.847196215938,2029,47.98,234.04
ATG,Antigua and Barbuda,Americas,AMR,Sugar +10% by 2030,0.1,2024,34.58454887625514,2023,48.66542857142856,237.38342857142854
ATG,Antigua and Barbuda,Americas,AMR,Sugar +10% by 2030,0.1,2025,35.2676148571932,2024,49.35085714285714,240.7268571428571
ATG,Antigua and Barbuda,Americas,AMR,Sugar +10% by 2030,0.1,2026,35.95994992887722,2025,50.03628571428571,244.07028571428572
ATG,Antigua and Barbuda,Americas,AMR,Sugar +10% by 2030,0.1,2027,36.66275080751065,2026,50.721714285714285,247.4137142857143
ATG,Antigua and Barbuda,Americas,AMR,Sugar +10% by 2030,0.1,2028,37.37722874565202,2027,51.40714285714285,250.75714285714284
ATG,Antigua and Barbuda,Americas,AMR,Sugar +10% by 2030,0.1,2029,38.10460788858886,2028,52.09257142857142,254.1005714285714
ATG,Antigua and Barbuda,Americas,AMR,Sugar +10% by 2030,0.1,2030,38.84612140143997,2029,52.778,257.444
ATG,Antigua and Barbuda,Americas,AMR,Sugar +2% by 2030,0.02,2024,34.58454887625514,2023,48.117085714285714,234.7086857142857
ATG,Antigua and Barbuda,Americas,AMR,Sugar +2% by 2030,0.02,2025,35.26766355605974,2024,48.25417142857143,235.37737142857145
ATG,Antigua and Barbuda,Americas,AMR,Sugar +2% by 2030,0.02,2026,35.96011179925875,2025,48.39125714285714,236.04605714285717
ATG,Antigua and Barbuda,Americas,AMR,Sugar +2% by 2030,0.02,2027,36.663071862013425,2026,48.52834285714285,236.71474285714282
ATG,Antigua and Barbuda,Americas,AMR,Sugar +2% by 2030,0.02,2028,37.37773232428715,2027,48.66542857142856,237.38342857142854
ATG,Antigua and Barbuda,Americas,AMR,Sugar +2% by 2030,0.02,2029,38.105297008154636,2028,48.80251428571428,238.05211428571428
ATG,Antigua and Barbuda,Americas,AMR,Sugar +2% by 2030,0.02,2030,38.84698125303832,2029,48.9396,238.7208
ATG,Antigua and Barbuda,Americas,AMR,Sugar +5% by 2030,0.05,2024,34.58454887625514,2023,48.322714285714284,235.71171428571427
ATG,Antigua and Barbuda,Americas,AMR,Sugar +5% by 2030,0.05,2025,35.267645293984785,2024,48.66542857142856,237.38342857142854
ATG,Antigua and Barbuda,Americas,AMR,Sugar +5% by 2030,0.05,2026,35.96005109786567,2025,49.00814285714285,239.05514285714284
ATG,Antigua and Barbuda,Americas,AMR,Sugar +5% by 2030,0.05,2027,36.66295146657488,2026,49.35085714285714,240.7268571428571
ATG,Antigua and Barbuda,Americas,AMR,Sugar +5% by 2030,0.05,2028,37.37754348229898,2027,49.69357142857143,242.39857142857144
ATG,Antigua and Barbuda,Americas,AMR,Sugar +5% by 2030,0.05,2029,38.1050385883175,2028,50.03628571428571,244.07028571428572
ATG,Antigua and Barbuda,Americas,AMR,Sugar +5% by 2030,0.05,2030,38.846658808689,2029,50.379,245.742
ATG,Antigua and Barbuda,Americas,AMR,Sugar -10% by 2030,-0.1,2024,34.58454887625514,2023,47.29457142857143,230.69657142857145
ATG,Antigua and Barbuda,Americas,AMR,Sugar -10% by 2030,-0.1,2025,35.26773660435954,2024,46.60914285714286,227.35314285714284
ATG,Antigua and Barbuda,Americas,AMR,Sugar -10% by 2030,-0.1,2026,35.96035460483104,2025,45.92371428571428,224.0097142857143
ATG,Antigua and Barbuda,Americas,AMR,Sugar -10% by 2030,-0.1,2027,36.6635534437676,2026,45.23828571428571,220.6662857142857
ATG,Antigua and Barbuda,Americas,AMR,Sugar -10% by 2030,-0.1,2028,37.37848769223987,2027,44.55285714285714,217.32285714285715
ATG,Antigua and Barbuda,Americas,AMR,Sugar -10% by 2030,-0.1,2029,38.10633068750336,2028,43.86742857142857,213.97942857142857
ATG,Antigua and Barbuda,Americas,AMR,Sugar -10% by 2030,-0.1,2030,38.84827103043596,2029,43.181999999999995,210.636
ATG,Antigua and Barbuda,Americas,AMR,Sugar -2% by 2030,-0.02,2024,34.58454887625514,2023,47.84291428571428,233.37131428571428
ATG,Antigua and Barbuda,Americas,AMR,Sugar -2% by 2030,-0.02,2025,35.267687905493005,2024,47.70582857142857,232.70262857142856
ATG,Antigua and Barbuda,Americas,AMR,Sugar -2% by 2030,-0.02,2026,35.96019273444951,2025,47.56874285714285,232.03394285714285
ATG,Antigua and Barbuda,Americas,AMR,Sugar -2% by 2030,-0.02,2027,36.663232389264806,2026,47.43165714285714,231.36525714285713
ATG,Antigua and Barbuda,Americas,AMR,Sugar -2% by 2030,-0.02,2028,37.37798411360471,2027,47.29457142857143,230.69657142857145
ATG,Antigua and Barbuda,Americas,AMR,Sugar -2% by 2030,-0.02,2029,38.105641567937525,2028,47.15748571428571,230.0278857142857
ATG,Antigua and Barbuda,Americas,AMR,Sugar -2% by 2030,-0.02,2030,38.84741117883752,2029,47.020399999999995,229.3592
ATG,Antigua and Barbuda,Americas,AMR,Sugar -5% by 2030,-0.05,2024,34.58454887625514,2023,47.63728571428571,232.36828571428572
ATG,Antigua and Barbuda,Americas,AMR,Sugar -5% by 2030,-0.05,2025,35.26770616756796,2024,47.29457142857143,230.69657142857145
ATG,Antigua and Barbuda,Americas,AMR,Sugar -5% by 2030,-0.05,2026,35.96025343584259,2025,46.951857142857136,229.02485714285712
ATG,Antigua and Barbuda,Americas,AMR,Sugar -5% by 2030,-0.05,2027,36.66335278470337,2026,46.60914285714286,227.35314285714284
ATG,Antigua and Barbuda,Americas,AMR,Sugar -5% by 2030,-0.05,2028,37.37817295559293,2027,46.26642857142857,225.68142857142857
ATG,Antigua and Barbuda,Americas,AMR,Sugar -5% by 2030,-0.05,2029,38.10589998777478,2028,45.92371428571428,224.0097142857143
ATG,Antigua and Barbuda,Americas,AMR,Sugar -5% by 2030,-0.05,2030,38.84773362318704,2029,45.580999999999996,222.338
AUS,Australia,Western Pacific,WPR,Constant sugar,0.0,2024,30.588997453262362,2023,43.17,431.92
AUS,Australia,Western Pacific,WPR,Constant sugar,0.0,2025,31.001027220014116,2024,43.17,431.92
AUS,Australia,Western Pacific,WPR,Constant sugar,0.0,2026,31.42660049213768,2025,43.17,431.92
AUS,Australia,Western Pacific,WPR,Constant sugar,0.0,2027,31.86731058826703,2026,43.17,431.92
AUS,Australia,Western Pacific,WPR,Constant sugar,0.0,2028,32.32464588289908,2027,43.17,431.92
AUS,Australia,Western Pacific,WPR,Constant sugar,0.0,2029,32.8000545902256,2028,43.17,431.92
AUS,Australia,Western Pacific,WPR,Constant sugar,0.0,2030,33.294971645803756,2029,43.17,431.92
AUS,Australia,Western Pacific,WPR,Sugar +10% by 2030,0.1,2024,30.588997453262362,2023,43.78671428571428,438.0902857142857
AUS,Australia,Western Pacific,WPR,Sugar +10% by 2030,0.1,2025,31.00096908544257,2024,44.40342857142857,444.2605714285714
AUS,Australia,Western Pacific,WPR,Sugar +10% by 2030,0.1,2026,31.426402310318274,2025,45.020142857142865,450.4308571428572
AUS,Australia,Western Pacific,WPR,Sugar +10% by 2030,0.1,2027,31.866903601669232,2026,45.636857142857146,456.60114285714286
AUS,Australia,Western Pacific,WPR,Sugar +10% by 2030,0.1,2028,32.3239784125776,2027,46.253571428571426,462.7714285714286
AUS,Australia,Western Pacific,WPR,Sugar +10% by 2030,0.1,2029,32.79908898954618,2028,46.870285714285714,468.9417142857143
AUS,Australia,Western Pacific,WPR,Sugar +10% by 2030,0.1,2030,33.29368128593981,2029,47.48700000000001,475.1120000000001
AUS,Australia,Western Pacific,WPR,Sugar +2% by 2030,0.02,2024,30.588997453262362,2023,43.29334285714286,433.1540571428572
AUS,Australia,Western Pacific,WPR,Sugar +2% by 2030,0.02,2025,31.001015593099805,2024,43.41668571428572,434.3881142857143
AUS,Australia,Western Pacific,WPR,Sugar +2% by 2030,0.02,2026,31.426560855773793,2025,43.54002857142858,435.6221714285715
AUS,Australia,Western Pacific,WPR,Sugar +2% by 2030,0.02,2027,31.867229190947462,2026,43.66337142857142,436.8562285714286
AUS,Australia,Western Pacific,WPR,Sugar +2% by 2030,0.02,2028,32.32451238883477,2027,43.78671428571428,438.0902857142857
AUS,Australia,Western Pacific,WPR,Sugar +2% by 2030,0.02,2029,32.799861470089695,2028,43.91005714285714,439.3243428571429
AUS,Australia,Western Pacific,WPR,Sugar +2% by 2030,0.02,2030,33.29471357383093,2029,44.0334,440.5584
AUS,Australia,Western Pacific,WPR,Sugar +5% by 2030,0.05,2024,30.588997453262362,2023,43.47835714285714,435.00514285714286
AUS,Australia,Western Pacific,WPR,Sugar +5% by 2030,0.05,2025,31.000998152728343,2024,43.78671428571428,438.0902857142857
AUS,Australia,Western Pacific,WPR,Sugar +5% by 2030,0.05,2026,31.426501401227974,2025,44.09507142857143,441.17542857142854
AUS,Australia,Western Pacific,WPR,Sugar +5% by 2030,0.05,2027,31.86710709496812,2026,44.40342857142857,444.2605714285714
AUS,Australia,Western Pacific,WPR,Sugar +5% by 2030,0.05,2028,32.32431214773832,2027,44.71178571428572,447.34571428571434
AUS,Australia,Western Pacific,WPR,Sugar +5% by 2030,0.05,2029,32.79957178988586,2028,45.020142857142865,450.4308571428572
AUS,Australia,Western Pacific,WPR,Sugar +5% by 2030,0.05,2030,33.29432646587175,2029,45.328500000000005,453.516
AUS,Australia,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2024,30.588997453262362,2023,42.55328571428572,425.74971428571433
AUS,Australia,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2025,31.001085354585662,2024,41.93657142857143,419.5794285714286
AUS,Australia,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2026,31.426798673957087,2025,41.319857142857146,413.4091428571429
AUS,Australia,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2027,31.867717574864834,2026,40.70314285714286,407.23885714285717
AUS,Australia,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2028,32.32531335322055,2027,40.08642857142858,401.06857142857143
AUS,Australia,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2029,32.80102019090501,2028,39.46971428571429,394.8982857142857
AUS,Australia,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2030,33.29626200566766,2029,38.853,388.728
AUS,Australia,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2024,30.588997453262362,2023,43.04665714285714,430.68594285714283
AUS,Australia,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2025,31.001038846928424,2024,42.92331428571429,429.45188571428577
AUS,Australia,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2026,31.42664012850156,2025,42.79997142857143,428.2178285714286
AUS,Australia,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2027,31.867391985586593,2026,42.67662857142857,426.98377142857146
AUS,Australia,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2028,32.32477937696338,2027,42.55328571428572,425.74971428571433
AUS,Australia,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2029,32.80024771036149,2028,42.42994285714286,424.51565714285715
AUS,Australia,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2030,33.29522971777655,2029,42.3066,423.2816
AUS,Australia,Western Pacific,WPR,Sugar -5% by 2030,-0.05,2024,30.588997453262362,2023,42.86164285714286,428.8348571428572
AUS,Australia,Western Pacific,WPR,Sugar -5% by 2030,-0.05,2025,31.00105628729989,2024,42.55328571428572,425.74971428571433
AUS,Australia,Western Pacific,WPR,Sugar -5% by 2030,-0.05,2026,31.426699583047387,2025,42.244928571428574,422.66457142857143
AUS,Australia,Western Pacific,WPR,Sugar -5% by 2030,-0.05,2027,31.867514081565943,2026,41.93657142857143,419.5794285714286
AUS,Australia,Western Pacific,WPR,Sugar -5% by 2030,-0.05,2028,32.32497961805983,2027,41.628214285714286,416.49428571428575
AUS,Australia,Western Pacific,WPR,Sugar -5% by 2030,-0.05,2029,32.80053739056532,2028,41.319857142857146,413.4091428571429
AUS,Australia,Western Pacific,WPR,Sugar -5% by 2030,-0.05,2030,33.29561682573572,2029,41.0115,410.324
AUT,Austria,Europe,EUR,Constant sugar,0.0,2024,16.530091391283403,2023,37.47,377.53
AUT,Austria,Europe,EUR,Constant sugar,0.0,2025,16.79720504419076,2024,37.47,377.53
AUT,Austria,Europe,EUR,Constant sugar,0.0,2026,17.07583718913476,2025,37.47,377.53
AUT,Austria,Europe,EUR,Constant sugar,0.0,2027,17.367384349114488,2026,37.47,377.53
AUT,Austria,Europe,EUR,Constant sugar,0.0,2028,17.673307737787525,2027,37.47,377.53
AUT,Austria,Europe,EUR,Constant sugar,0.0,2029,17.99509519101226,2028,37.47,377.53
AUT,Austria,Europe,EUR,Constant sugar,0.0,2030,18.334246209046338,2029,37.47,377.53
AUT,Austria,Europe,EUR,Sugar +10% by 2030,0.1,2024,16.530091391283403,2023,38.00528571428571,382.92328571428567
AUT,Austria,Europe,EUR,Sugar +10% by 2030,0.1,2025,16.79715454537985,2024,38.540571428571425,388.31657142857136
AUT,Austria,Europe,EUR,Sugar +10% by 2030,0.1,2026,17.075664982181365,2025,39.075857142857146,393.7098571428571
